,platformId,gameId,champion,queue,season,timestamp,role,lane,status.status_code,status.message,matches,startIndex,endIndex,totalGames
0,NA1,-2147483648,75.0,420.0,13.0,1576804763905.0,SOLO,TOP,,,,,,
1,NA1,-2147483648,75.0,420.0,13.0,1576556412164.0,SOLO,TOP,,,,,,
2,NA1,-2147483648,75.0,420.0,13.0,1555773857496.0,DUO_SUPPORT,TOP,,,,,,
3,NA1,-2147483648,75.0,420.0,12.0,1547600512856.0,DUO_SUPPORT,NONE,,,,,,
4,NA1,-2147483648,75.0,420.0,12.0,1547320644347.0,NONE,JUNGLE,,,,,,
5,NA1,-2147483648,75.0,420.0,12.0,1547318923049.0,NONE,JUNGLE,,,,,,
6,NA1,-2147483648,75.0,420.0,12.0,1547317099754.0,NONE,JUNGLE,,,,,,
7,NA1,-2147483648,75.0,420.0,12.0,1547074197924.0,NONE,JUNGLE,,,,,,
8,NA1,-2147483648,75.0,420.0,12.0,1547062335184.0,SOLO,MID,,,,,,
9,NA1,-2147483648,75.0,420.0,13.0,1560631609940.0,SOLO,TOP,,,,,,
10,NA1,-2147483648,75.0,420.0,13.0,1558712828211.0,SOLO,TOP,,,,,,
11,NA1,-2147483648,75.0,420.0,13.0,1558385394394.0,SOLO,TOP,,,,,,
12,NA1,-2147483648,75.0,420.0,13.0,1558383385419.0,DUO_SUPPORT,NONE,,,,,,
13,NA1,-2147483648,75.0,420.0,13.0,1555556952175.0,DUO_SUPPORT,NONE,,,,,,
14,NA1,-2147483648,75.0,420.0,12.0,1547403493177.0,SOLO,TOP,,,,,,
15,NA1,-2147483648,75.0,420.0,12.0,1547193424689.0,NONE,JUNGLE,,,,,,
16,NA1,-2147483648,75.0,420.0,12.0,1547190521039.0,NONE,JUNGLE,,,,,,
17,NA1,-2147483648,75.0,420.0,12.0,1547188040806.0,NONE,JUNGLE,,,,,,
18,NA1,-2147483648,75.0,420.0,12.0,1547185289742.0,NONE,JUNGLE,,,,,,
19,NA1,-2147483648,75.0,420.0,12.0,1547182663826.0,NONE,JUNGLE,,,,,,
20,NA1,-2147483648,75.0,420.0,13.0,1586134998816.0,DUO,MID,,,,,,
21,NA1,-2147483648,75.0,420.0,12.0,1547097161111.0,NONE,JUNGLE,,,,,,
22,NA1,-2147483648,75.0,420.0,13.0,1548551109826.0,SOLO,TOP,,,,,,
23,NA1,-2147483648,75.0,420.0,13.0,1548547820802.0,SOLO,TOP,,,,,,
24,NA1,-2147483648,75.0,420.0,13.0,1548543065230.0,SOLO,TOP,,,,,,
25,NA1,-2147483648,75.0,420.0,13.0,1549903084567.0,SOLO,TOP,,,,,,
26,NA1,-2147483648,75.0,420.0,12.0,1548215479829.0,SOLO,TOP,,,,,,
27,NA1,-2147483648,75.0,420.0,12.0,1547177344729.0,NONE,JUNGLE,,,,,,
28,NA1,-2147483648,75.0,420.0,12.0,1547156110641.0,NONE,JUNGLE,,,,,,
29,NA1,-2147483648,75.0,420.0,13.0,1548664154256.0,DUO,NONE,,,,,,
30,NA1,-2147483648,75.0,420.0,13.0,1548644466608.0,NONE,JUNGLE,,,,,,
31,NA1,-2147483648,75.0,420.0,13.0,1587414426525.0,DUO_SUPPORT,NONE,,,,,,
32,NA1,-2147483648,75.0,420.0,13.0,1587411699496.0,SOLO,TOP,,,,,,
33,NA1,-2147483648,75.0,420.0,13.0,1586033992669.0,NONE,JUNGLE,,,,,,
34,NA1,-2147483648,75.0,420.0,13.0,1586018602371.0,SOLO,TOP,,,,,,
35,NA1,-2147483648,75.0,420.0,13.0,1585970793355.0,SOLO,TOP,,,,,,
36,NA1,-2147483648,75.0,420.0,13.0,1585786247743.0,NONE,JUNGLE,,,,,,
37,NA1,-2147483648,75.0,420.0,13.0,1560711797843.0,NONE,JUNGLE,,,,,,
38,NA1,-2147483648,75.0,420.0,13.0,1549675179671.0,SOLO,TOP,,,,,,
39,NA1,-2147483648,75.0,420.0,13.0,1548559020891.0,SOLO,TOP,,,,,,
40,NA1,-2147483648,75.0,420.0,12.0,1547427200402.0,NONE,JUNGLE,,,,,,
41,NA1,-2147483648,75.0,420.0,13.0,1575419208180.0,SOLO,TOP,,,,,,
42,NA1,-2147483648,75.0,420.0,13.0,1573257484809.0,SOLO,TOP,,,,,,
43,NA1,-2147483648,75.0,420.0,13.0,1553643304676.0,SOLO,TOP,,,,,,
44,NA1,-2147483648,75.0,420.0,11.0,1541372323746.0,SOLO,TOP,,,,,,
45,NA1,-2147483648,75.0,420.0,11.0,1537538314672.0,DUO_SUPPORT,NONE,,,,,,
46,NA1,-2147483648,75.0,420.0,13.0,1576309445181.0,DUO,NONE,,,,,,
47,NA1,-2147483648,75.0,420.0,13.0,1576233356504.0,SOLO,TOP,,,,,,
48,NA1,-2147483648,75.0,420.0,13.0,1576230125089.0,SOLO,TOP,,,,,,
49,NA1,-2147483648,75.0,420.0,13.0,1552195371434.0,DUO_SUPPORT,NONE,,,,,,
50,NA1,-2147483648,75.0,420.0,13.0,1575625768218.0,SOLO,TOP,,,,,,
51,NA1,-2147483648,75.0,420.0,13.0,1555527163035.0,SOLO,TOP,,,,,,
52,NA1,-2147483648,75.0,420.0,13.0,1571026032195.0,SOLO,TOP,,,,,,
53,NA1,-2147483648,75.0,420.0,11.0,1538883135059.0,DUO,TOP,,,,,,
54,NA1,-2147483648,75.0,420.0,13.0,1578017308352.0,SOLO,TOP,,,,,,
55,NA1,-2147483648,75.0,420.0,13.0,1577671886541.0,DUO_SUPPORT,NONE,,,,,,
56,NA1,-2147483648,75.0,420.0,13.0,1577405360608.0,SOLO,MID,,,,,,
57,NA1,-2147483648,75.0,420.0,12.0,1547869740732.0,SOLO,TOP,,,,,,
58,NA1,-2147483648,75.0,420.0,12.0,1547394863540.0,SOLO,TOP,,,,,,
59,NA1,-2147483648,75.0,420.0,13.0,1549333607482.0,DUO_SUPPORT,NONE,,,,,,
60,NA1,-2147483648,75.0,420.0,13.0,1560567809108.0,SOLO,TOP,,,,,,
61,NA1,-2147483648,75.0,420.0,13.0,1558496180668.0,SOLO,TOP,,,,,,
62,NA1,-2147483648,75.0,420.0,12.0,1547449591606.0,NONE,JUNGLE,,,,,,
63,NA1,-2147483648,75.0,420.0,12.0,1547360948686.0,DUO_SUPPORT,NONE,,,,,,
64,NA1,-2147483648,75.0,420.0,12.0,1547356000588.0,NONE,JUNGLE,,,,,,
65,NA1,-2147483648,75.0,420.0,12.0,1547271781550.0,NONE,JUNGLE,,,,,,
66,NA1,-2147483648,75.0,420.0,13.0,1593305139777.0,SOLO,TOP,,,,,,
67,NA1,-2147483648,75.0,420.0,13.0,1592916038928.0,SOLO,TOP,,,,,,
68,NA1,-2147483648,75.0,420.0,13.0,1592810795434.0,DUO_SUPPORT,NONE,,,,,,
69,NA1,-2147483648,75.0,420.0,13.0,1590868860147.0,SOLO,TOP,,,,,,
70,NA1,-2147483648,75.0,420.0,13.0,1590796562853.0,SOLO,TOP,,,,,,
71,NA1,-2147483648,75.0,420.0,13.0,1590506817630.0,SOLO,TOP,,,,,,
72,NA1,-2147483648,75.0,420.0,13.0,1589982844545.0,SOLO,TOP,,,,,,
73,NA1,-2147483648,75.0,420.0,13.0,1549139444652.0,DUO,MID,,,,,,
74,NA1,-2147483648,75.0,420.0,13.0,1571684793362.0,SOLO,TOP,,,,,,
75,NA1,-2147483648,75.0,420.0,13.0,1559259407451.0,SOLO,TOP,,,,,,
76,NA1,-2147483648,75.0,420.0,13.0,1559153595428.0,DUO,TOP,,,,,,
77,NA1,-2147483648,75.0,420.0,13.0,1559055528531.0,DUO_SUPPORT,NONE,,,,,,
78,NA1,-2147483648,75.0,420.0,13.0,1558964432021.0,SOLO,TOP,,,,,,
79,NA1,-2147483648,75.0,420.0,13.0,1557856208352.0,SOLO,TOP,,,,,,
80,NA1,-2147483648,75.0,420.0,13.0,1557838561852.0,SOLO,TOP,,,,,,
81,NA1,-2147483648,75.0,420.0,13.0,1557836072167.0,DUO_SUPPORT,NONE,,,,,,
82,NA1,-2147483648,75.0,420.0,13.0,1557601498916.0,DUO_SUPPORT,NONE,,,,,,
83,NA1,-2147483648,75.0,420.0,13.0,1557599646068.0,SOLO,TOP,,,,,,
84,NA1,-2147483648,75.0,420.0,13.0,1556211818220.0,DUO,MID,,,,,,
85,NA1,-2147483648,75.0,420.0,13.0,1555774659001.0,SOLO,TOP,,,,,,
86,NA1,-2147483648,75.0,420.0,13.0,1555674196610.0,SOLO,TOP,,,,,,
87,NA1,-2147483648,75.0,420.0,13.0,1555376214850.0,SOLO,TOP,,,,,,
88,NA1,-2147483648,75.0,420.0,13.0,1551231413589.0,SOLO,TOP,,,,,,
89,NA1,-2147483648,75.0,420.0,13.0,1550627096893.0,SOLO,TOP,,,,,,
90,NA1,-2147483648,75.0,420.0,13.0,1549027330073.0,SOLO,TOP,,,,,,
91,NA1,-2147483648,75.0,420.0,13.0,1548963159378.0,SOLO,TOP,,,,,,
92,NA1,-2147483648,75.0,420.0,13.0,1548362136770.0,SOLO,TOP,,,,,,
93,NA1,-2147483648,75.0,420.0,12.0,1547136406886.0,DUO,MID,,,,,,
94,NA1,-2147483648,75.0,420.0,13.0,1583461778889.0,SOLO,TOP,,,,,,
95,NA1,-2147483648,75.0,420.0,13.0,1578598847709.0,SOLO,MID,,,,,,
96,NA1,-2147483648,75.0,420.0,13.0,1589082856963.0,SOLO,TOP,,,,,,
97,NA1,-2147483648,75.0,420.0,13.0,1587966221469.0,SOLO,TOP,,,,,,
98,NA1,-2147483648,75.0,420.0,13.0,1587964268087.0,SOLO,TOP,,,,,,
99,NA1,-2147483648,75.0,420.0,13.0,1587952933126.0,SOLO,TOP,,,,,,
100,NA1,-2147483648,75.0,420.0,13.0,1587950679710.0,SOLO,TOP,,,,,,
101,NA1,-2147483648,75.0,420.0,13.0,1587940399614.0,DUO_SUPPORT,NONE,,,,,,
102,NA1,-2147483648,75.0,420.0,13.0,1587938833255.0,DUO_SUPPORT,NONE,,,,,,
103,NA1,-2147483648,75.0,420.0,13.0,1587884433987.0,SOLO,TOP,,,,,,
104,NA1,-2147483648,75.0,420.0,13.0,1587878789934.0,SOLO,TOP,,,,,,
105,NA1,-2147483648,75.0,420.0,13.0,1587877999986.0,DUO,NONE,,,,,,
106,NA1,-2147483648,75.0,420.0,13.0,1587874567901.0,SOLO,TOP,,,,,,
107,NA1,-2147483648,75.0,420.0,13.0,1587867607093.0,SOLO,TOP,,,,,,
108,OC1,230108589,75.0,420.0,12.0,1547717470261.0,SOLO,TOP,,,,,,
109,NA1,-2147483648,75.0,420.0,13.0,1549933531800.0,SOLO,TOP,,,,,,
110,NA1,-2147483648,75.0,420.0,13.0,1549853916359.0,SOLO,TOP,,,,,,
111,NA1,-2147483648,75.0,420.0,13.0,1549832114334.0,SOLO,TOP,,,,,,
112,NA1,-2147483648,75.0,420.0,13.0,1597562542878.0,DUO_SUPPORT,TOP,,,,,,
113,NA1,-2147483648,75.0,420.0,13.0,1562526047057.0,DUO_SUPPORT,NONE,,,,,,
114,NA1,-2147483648,75.0,420.0,13.0,1560550850102.0,SOLO,TOP,,,,,,
115,NA1,-2147483648,75.0,420.0,13.0,1556581629048.0,SOLO,TOP,,,,,,
116,NA1,-2147483648,75.0,420.0,13.0,1554481236071.0,SOLO,TOP,,,,,,
117,NA1,-2147483648,75.0,420.0,13.0,1559256489854.0,SOLO,TOP,,,,,,
118,NA1,-2147483648,75.0,420.0,13.0,1556458303926.0,SOLO,TOP,,,,,,
119,NA1,-2147483648,75.0,420.0,13.0,1556119155422.0,DUO_SUPPORT,NONE,,,,,,
120,NA1,-2147483648,75.0,420.0,13.0,1554999537996.0,SOLO,TOP,,,,,,
121,NA1,-2147483648,75.0,420.0,13.0,1554936619121.0,SOLO,TOP,,,,,,
122,NA1,-2147483648,75.0,420.0,13.0,1554925294242.0,SOLO,TOP,,,,,,
123,NA1,-2147483648,75.0,420.0,13.0,1554915331401.0,SOLO,TOP,,,,,,
124,NA1,-2147483648,75.0,420.0,13.0,1549901444270.0,DUO,NONE,,,,,,
125,NA1,-2147483648,75.0,420.0,13.0,1549638458103.0,DUO,NONE,,,,,,
126,NA1,-2147483648,75.0,420.0,13.0,1558681225394.0,SOLO,TOP,,,,,,
127,NA1,-2147483648,75.0,420.0,13.0,1555985155851.0,DUO_SUPPORT,MID,,,,,,
128,NA1,-2147483648,75.0,420.0,13.0,1555981895528.0,DUO_SUPPORT,MID,,,,,,
129,NA1,-2147483648,75.0,420.0,13.0,1550986579655.0,SOLO,TOP,,,,,,
130,NA1,-2147483648,75.0,420.0,13.0,1550819180646.0,SOLO,MID,,,,,,
131,NA1,-2147483648,75.0,420.0,13.0,1550814308923.0,SOLO,TOP,,,,,,
132,NA1,-2147483648,75.0,420.0,13.0,1550789741501.0,SOLO,TOP,,,,,,
133,NA1,-2147483648,75.0,420.0,13.0,1550438404608.0,SOLO,TOP,,,,,,
134,NA1,-2147483648,75.0,420.0,13.0,1550376875899.0,DUO_SUPPORT,NONE,,,,,,
135,NA1,-2147483648,75.0,420.0,13.0,1550374609969.0,SOLO,TOP,,,,,,
136,NA1,-2147483648,75.0,420.0,13.0,1550353358313.0,SOLO,TOP,,,,,,
137,NA1,-2147483648,75.0,420.0,13.0,1549754696700.0,SOLO,TOP,,,,,,
138,NA1,-2147483648,75.0,420.0,13.0,1549686090391.0,DUO_SUPPORT,NONE,,,,,,
139,NA1,-2147483648,75.0,420.0,13.0,1549162992356.0,SOLO,TOP,,,,,,
140,NA1,-2147483648,75.0,420.0,13.0,1548635363774.0,NONE,JUNGLE,,,,,,
141,NA1,-2147483648,75.0,420.0,12.0,1547958798706.0,NONE,JUNGLE,,,,,,
142,NA1,-2147483648,75.0,420.0,12.0,1547361418128.0,NONE,JUNGLE,,,,,,
143,NA1,-2147483648,75.0,420.0,12.0,1547320680548.0,NONE,JUNGLE,,,,,,
144,NA1,-2147483648,75.0,420.0,12.0,1547283372375.0,NONE,JUNGLE,,,,,,
145,NA1,-2147483648,75.0,420.0,13.0,1559525127194.0,SOLO,TOP,,,,,,
146,NA1,-2147483648,75.0,420.0,13.0,1590121502304.0,SOLO,MID,,,,,,
147,NA1,-2147483648,75.0,420.0,13.0,1555013282453.0,SOLO,TOP,,,,,,
148,NA1,-2147483648,75.0,420.0,13.0,1553909850051.0,SOLO,MID,,,,,,
149,NA1,-2147483648,75.0,420.0,12.0,1547017368819.0,SOLO,TOP,,,,,,
150,NA1,-2147483648,75.0,420.0,13.0,1558377217706.0,DUO_SUPPORT,NONE,,,,,,
151,NA1,-2147483648,75.0,420.0,13.0,1558368686094.0,SOLO,TOP,,,,,,
152,NA1,-2147483648,75.0,420.0,13.0,1549144879953.0,DUO_SUPPORT,NONE,,,,,,
153,NA1,-2147483648,75.0,420.0,13.0,1548391475059.0,DUO_SUPPORT,NONE,,,,,,
154,NA1,-2147483648,75.0,420.0,11.0,1539302574628.0,DUO_SUPPORT,NONE,,,,,,
155,NA1,-2147483648,75.0,420.0,11.0,1538594323946.0,SOLO,TOP,,,,,,
156,NA1,-2147483648,75.0,420.0,13.0,1569968714439.0,SOLO,TOP,,,,,,
157,NA1,-2147483648,75.0,420.0,13.0,1560146678285.0,SOLO,TOP,,,,,,
158,NA1,-2147483648,75.0,420.0,12.0,1548217756133.0,SOLO,TOP,,,,,,
159,NA1,-2147483648,75.0,420.0,13.0,1587166301769.0,SOLO,BOTTOM,,,,,,
160,NA1,-2147483648,75.0,420.0,13.0,1563776393559.0,SOLO,TOP,,,,,,
161,NA1,-2147483648,75.0,420.0,13.0,1563764449922.0,SOLO,TOP,,,,,,
162,NA1,-2147483648,75.0,420.0,13.0,1558837294396.0,DUO,MID,,,,,,
163,NA1,-2147483648,75.0,420.0,13.0,1560002738237.0,SOLO,TOP,,,,,,
164,NA1,-2147483648,75.0,420.0,13.0,1560002196558.0,DUO,NONE,,,,,,
165,NA1,-2147483648,75.0,420.0,13.0,1559877952724.0,SOLO,TOP,,,,,,
166,NA1,-2147483648,75.0,420.0,13.0,1559875833946.0,SOLO,TOP,,,,,,
167,NA1,-2147483648,75.0,420.0,12.0,1547347327303.0,NONE,JUNGLE,,,,,,
168,NA1,-2147483648,75.0,420.0,13.0,1580253254500.0,SOLO,TOP,,,,,,
169,NA1,-2147483648,75.0,420.0,13.0,1562020708343.0,SOLO,TOP,,,,,,
170,NA1,-2147483648,75.0,420.0,13.0,1550556879587.0,NONE,JUNGLE,,,,,,
171,NA1,-2147483648,75.0,420.0,12.0,1546061566515.0,SOLO,TOP,,,,,,
172,NA1,-2147483648,75.0,420.0,12.0,1542402179828.0,SOLO,TOP,,,,,,
173,NA1,-2147483648,75.0,420.0,13.0,1561654486317.0,SOLO,TOP,,,,,,
174,NA1,-2147483648,75.0,420.0,12.0,1547646700941.0,SOLO,TOP,,,,,,
175,NA1,-2147483648,75.0,420.0,13.0,1586393079167.0,SOLO,TOP,,,,,,
176,NA1,-2147483648,75.0,420.0,13.0,1595621473672.0,SOLO,TOP,,,,,,
177,NA1,-2147483648,75.0,420.0,13.0,1589398162326.0,DUO_SUPPORT,NONE,,,,,,
178,NA1,-2147483648,75.0,420.0,13.0,1585109070994.0,SOLO,TOP,,,,,,
179,NA1,-2147483648,75.0,420.0,13.0,1580922177695.0,SOLO,TOP,,,,,,
180,NA1,-2147483648,75.0,420.0,13.0,1574045617195.0,DUO_SUPPORT,NONE,,,,,,
181,NA1,-2147483648,75.0,420.0,13.0,1573755831704.0,SOLO,TOP,,,,,,
182,NA1,-2147483648,75.0,420.0,13.0,1573347364131.0,SOLO,TOP,,,,,,
183,NA1,-2147483648,75.0,420.0,13.0,1573027489419.0,SOLO,TOP,,,,,,
184,NA1,-2147483648,75.0,420.0,13.0,1571556588332.0,SOLO,TOP,,,,,,
185,NA1,-2147483648,75.0,420.0,13.0,1571462794468.0,SOLO,TOP,,,,,,
186,NA1,-2147483648,75.0,420.0,13.0,1571022715720.0,SOLO,TOP,,,,,,
187,NA1,-2147483648,75.0,420.0,13.0,1570586871940.0,SOLO,TOP,,,,,,
188,NA1,-2147483648,75.0,420.0,13.0,1569473627605.0,DUO_SUPPORT,NONE,,,,,,
189,NA1,-2147483648,75.0,420.0,13.0,1569217870273.0,SOLO,TOP,,,,,,
190,NA1,-2147483648,75.0,420.0,13.0,1568785451480.0,SOLO,TOP,,,,,,
191,NA1,-2147483648,75.0,420.0,13.0,1568602957914.0,DUO_SUPPORT,NONE,,,,,,
192,NA1,-2147483648,75.0,420.0,13.0,1568259757784.0,SOLO,TOP,,,,,,
193,NA1,-2147483648,75.0,420.0,13.0,1568256806434.0,DUO_SUPPORT,TOP,,,,,,
194,NA1,-2147483648,75.0,420.0,13.0,1568180332587.0,SOLO,TOP,,,,,,
195,NA1,-2147483648,75.0,420.0,13.0,1568175137201.0,SOLO,TOP,,,,,,
196,NA1,-2147483648,75.0,420.0,13.0,1568172651108.0,SOLO,TOP,,,,,,
197,NA1,-2147483648,75.0,420.0,13.0,1567298940154.0,DUO_SUPPORT,NONE,,,,,,
198,NA1,-2147483648,75.0,420.0,13.0,1567127897772.0,DUO,NONE,,,,,,
199,NA1,-2147483648,75.0,420.0,13.0,1566966838462.0,SOLO,TOP,,,,,,
200,NA1,-2147483648,75.0,420.0,13.0,1566889004360.0,DUO,MID,,,,,,
201,NA1,-2147483648,75.0,420.0,13.0,1566178264562.0,DUO_SUPPORT,NONE,,,,,,
202,NA1,-2147483648,75.0,420.0,13.0,1566015410529.0,SOLO,TOP,,,,,,
203,NA1,-2147483648,75.0,420.0,13.0,1565925337297.0,SOLO,TOP,,,,,,
204,NA1,-2147483648,75.0,420.0,13.0,1565923341887.0,SOLO,TOP,,,,,,
205,NA1,-2147483648,75.0,420.0,13.0,1565401401980.0,DUO_SUPPORT,NONE,,,,,,
206,NA1,-2147483648,75.0,420.0,13.0,1558023564472.0,SOLO,TOP,,,,,,
207,NA1,-2147483648,75.0,420.0,13.0,1556081034782.0,SOLO,TOP,,,,,,
208,NA1,-2147483648,75.0,420.0,11.0,1540171428466.0,SOLO,TOP,,,,,,
209,NA1,-2147483648,75.0,420.0,11.0,1539796577472.0,DUO_SUPPORT,NONE,,,,,,
210,NA1,-2147483648,75.0,420.0,13.0,1548518281282.0,SOLO,TOP,,,,,,
211,NA1,-2147483648,75.0,420.0,12.0,1545498035986.0,SOLO,TOP,,,,,,
212,NA1,-2147483648,75.0,420.0,13.0,1548559365909.0,NONE,JUNGLE,,,,,,
213,NA1,-2147483648,75.0,420.0,13.0,1560657334171.0,SOLO,TOP,,,,,,
214,NA1,-2147483648,75.0,420.0,13.0,1560396953568.0,SOLO,TOP,,,,,,
215,NA1,-2147483648,75.0,420.0,13.0,1562538578870.0,DUO,TOP,,,,,,
216,NA1,-2147483648,75.0,420.0,13.0,1556464735366.0,DUO_CARRY,TOP,,,,,,
217,NA1,-2147483648,75.0,420.0,13.0,1555879937027.0,SOLO,TOP,,,,,,
218,NA1,-2147483648,75.0,420.0,13.0,1555206303608.0,SOLO,TOP,,,,,,
219,NA1,-2147483648,75.0,420.0,13.0,1553542542939.0,SOLO,TOP,,,,,,
220,NA1,-2147483648,75.0,420.0,13.0,1552751162833.0,SOLO,TOP,,,,,,
221,NA1,-2147483648,75.0,420.0,13.0,1551849742032.0,SOLO,TOP,,,,,,
222,NA1,-2147483648,75.0,420.0,13.0,1549924137447.0,NONE,JUNGLE,,,,,,
223,NA1,-2147483648,75.0,420.0,13.0,1548640492368.0,SOLO,TOP,,,,,,
224,NA1,-2147483648,75.0,420.0,13.0,1579707764243.0,SOLO,TOP,,,,,,
225,NA1,-2147483648,75.0,420.0,13.0,1556334466560.0,SOLO,TOP,,,,,,
226,NA1,-2147483648,75.0,420.0,13.0,1556236266246.0,SOLO,TOP,,,,,,
227,NA1,-2147483648,75.0,420.0,13.0,1555383825635.0,NONE,JUNGLE,,,,,,
228,NA1,-2147483648,75.0,420.0,13.0,1550363324213.0,NONE,JUNGLE,,,,,,
229,NA1,-2147483648,75.0,420.0,13.0,1550352892882.0,NONE,JUNGLE,,,,,,
230,NA1,-2147483648,75.0,420.0,13.0,1581542694216.0,SOLO,TOP,,,,,,
231,NA1,-2147483648,75.0,420.0,13.0,1581482053969.0,SOLO,TOP,,,,,,
232,NA1,-2147483648,75.0,420.0,13.0,1560736197154.0,SOLO,TOP,,,,,,
233,NA1,-2147483648,75.0,420.0,13.0,1556895685944.0,SOLO,TOP,,,,,,
234,NA1,-2147483648,75.0,420.0,13.0,1556854619698.0,SOLO,TOP,,,,,,
235,NA1,-2147483648,75.0,420.0,13.0,1551037562620.0,SOLO,TOP,,,,,,
236,NA1,-2147483648,75.0,420.0,13.0,1550997884430.0,SOLO,TOP,,,,,,
237,NA1,-2147483648,75.0,420.0,13.0,1549823812453.0,SOLO,TOP,,,,,,
238,NA1,-2147483648,75.0,420.0,13.0,1549776496943.0,DUO_SUPPORT,NONE,,,,,,
239,NA1,-2147483648,75.0,420.0,13.0,1549680919835.0,DUO_SUPPORT,NONE,,,,,,
240,NA1,-2147483648,75.0,420.0,11.0,1540955097929.0,DUO_SUPPORT,NONE,,,,,,
241,NA1,-2147483648,75.0,420.0,11.0,1540949413620.0,SOLO,TOP,,,,,,
242,NA1,-2147483648,75.0,420.0,11.0,1540945120218.0,SOLO,TOP,,,,,,
243,NA1,-2147483648,75.0,420.0,11.0,1540942644119.0,SOLO,TOP,,,,,,
244,NA1,-2147483648,75.0,420.0,11.0,1540933219407.0,SOLO,TOP,,,,,,
245,NA1,-2147483648,75.0,420.0,11.0,1540931339249.0,SOLO,TOP,,,,,,
246,NA1,-2147483648,75.0,420.0,11.0,1540920925419.0,DUO,MID,,,,,,
247,NA1,-2147483648,75.0,420.0,11.0,1540918336715.0,SOLO,TOP,,,,,,
248,NA1,-2147483648,75.0,420.0,11.0,1540836538739.0,DUO_SUPPORT,NONE,,,,,,
249,NA1,-2147483648,75.0,420.0,11.0,1540831710734.0,SOLO,TOP,,,,,,
250,NA1,-2147483648,75.0,420.0,11.0,1540791702935.0,SOLO,TOP,,,,,,
251,NA1,-2147483648,75.0,420.0,11.0,1540789785289.0,SOLO,TOP,,,,,,
252,NA1,-2147483648,75.0,420.0,11.0,1540787550143.0,SOLO,TOP,,,,,,
253,NA1,-2147483648,75.0,420.0,11.0,1540785411046.0,SOLO,TOP,,,,,,
254,NA1,-2147483648,75.0,420.0,11.0,1540769306786.0,SOLO,TOP,,,,,,
255,NA1,-2147483648,75.0,420.0,13.0,1587842165586.0,SOLO,TOP,,,,,,
256,NA1,-2147483648,75.0,420.0,13.0,1587298067201.0,SOLO,TOP,,,,,,
257,NA1,-2147483648,75.0,420.0,13.0,1587202171603.0,SOLO,TOP,,,,,,
258,NA1,-2147483648,75.0,420.0,13.0,1587132803665.0,SOLO,TOP,,,,,,
259,NA1,-2147483648,75.0,420.0,13.0,1587103932799.0,SOLO,TOP,,,,,,
260,NA1,-2147483648,75.0,420.0,13.0,1586948793311.0,SOLO,TOP,,,,,,
261,NA1,-2147483648,75.0,420.0,13.0,1586485513688.0,DUO_SUPPORT,NONE,,,,,,
262,NA1,-2147483648,75.0,420.0,13.0,1586482860052.0,SOLO,TOP,,,,,,
263,NA1,-2147483648,75.0,420.0,13.0,1586393688358.0,DUO,TOP,,,,,,
264,NA1,-2147483648,75.0,420.0,13.0,1586390778106.0,DUO_SUPPORT,NONE,,,,,,
265,NA1,-2147483648,75.0,420.0,13.0,1585796312591.0,DUO_SUPPORT,NONE,,,,,,
266,NA1,-2147483648,75.0,420.0,13.0,1585442790289.0,SOLO,TOP,,,,,,
267,NA1,-2147483648,75.0,420.0,13.0,1564423811553.0,DUO_SUPPORT,NONE,,,,,,
268,NA1,-2147483648,75.0,420.0,13.0,1553167741824.0,SOLO,TOP,,,,,,
269,NA1,-2147483648,75.0,420.0,13.0,1553053993937.0,SOLO,TOP,,,,,,
270,NA1,-2147483648,75.0,420.0,13.0,1553051831932.0,SOLO,TOP,,,,,,
271,NA1,-2147483648,75.0,420.0,13.0,1553035137014.0,DUO,TOP,,,,,,
272,NA1,-2147483648,75.0,420.0,13.0,1585191880469.0,SOLO,TOP,,,,,,
273,NA1,-2147483648,75.0,420.0,13.0,1568322786360.0,SOLO,TOP,,,,,,
274,NA1,-2147483648,75.0,420.0,13.0,1585331914671.0,SOLO,TOP,,,,,,
275,NA1,-2147483648,75.0,420.0,13.0,1583106849469.0,SOLO,TOP,,,,,,
276,NA1,-2147483648,75.0,420.0,13.0,1583099082206.0,SOLO,TOP,,,,,,
277,NA1,-2147483648,75.0,420.0,13.0,1561273217158.0,SOLO,TOP,,,,,,
278,NA1,-2147483648,75.0,420.0,13.0,1559047044471.0,SOLO,TOP,,,,,,
279,NA1,-2147483648,75.0,420.0,13.0,1556055176214.0,SOLO,TOP,,,,,,
280,NA1,-2147483648,75.0,420.0,13.0,1554873596710.0,SOLO,TOP,,,,,,
281,NA1,-2147483648,75.0,420.0,13.0,1554691900401.0,SOLO,TOP,,,,,,
282,NA1,-2147483648,75.0,420.0,13.0,1554689662133.0,SOLO,TOP,,,,,,
283,NA1,-2147483648,75.0,420.0,13.0,1554687476353.0,SOLO,TOP,,,,,,
284,NA1,-2147483648,75.0,420.0,13.0,1554190181020.0,DUO,MID,,,,,,
285,NA1,-2147483648,75.0,420.0,13.0,1548465162059.0,SOLO,TOP,,,,,,
286,NA1,-2147483648,75.0,420.0,13.0,1548459782469.0,SOLO,TOP,,,,,,
287,NA1,-2147483648,75.0,420.0,12.0,1543479071971.0,DUO,TOP,,,,,,
288,NA1,-2147483648,75.0,420.0,11.0,1539443054242.0,SOLO,TOP,,,,,,
289,NA1,-2147483648,75.0,420.0,11.0,1539343675046.0,SOLO,TOP,,,,,,
