,leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
0,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,OH4vFxndJsjqR27PFMuZLXJrtfSXUsYOxjc99YB-9GsYtU4,Palafox,1630.0,462.0,375.0,True,False,False,True
1,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,EkFuWIePS42U3uBRJP8Thl7ExdPEXAulbzf1YHZNnCrBIcc,qpalzmwoiaj,1430.0,559.0,487.0,True,False,False,False
2,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,sukBo43KSAa_VEfmyBAKko8bagBI9KyovZMHZ6O9UXis0OiU,Yunbee,1408.0,408.0,343.0,True,False,False,True
3,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,4QC9OeJ97_cDPhqPx6MVRCTqYJJRIppN-THRWBCtWROCYus,C9 Zven,1332.0,485.0,380.0,True,False,False,False
4,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,YF4c9dFrcNM2LbcDtM19THRbkk_LCA_k3WOymBQLTHXKfdjt,VX Arendel,1318.0,200.0,139.0,True,False,False,False
5,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,e7tVd7AmTBF5bqgg7icVYLCY9C25lq2QyLIuicGne_YpCjI,PantsAreFacebook,1310.0,309.0,238.0,True,False,False,False
6,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,Mfmc1gDXoxT4hidBJJ9uV7yrqGZbi23LvoHTcjuvH-YcQaY,C9 VULCANNN,1278.0,297.0,202.0,True,False,False,False
7,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,PzvHHt87aRND34chPf304soVXF3iKcGY-F_nDqyZlP9tLtDF,From Iron,1270.0,609.0,500.0,True,False,False,False
8,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,ul8jw2zK_NKPTkmH_3Y0LLl1lxpvTWGf430AnvoI0Z6skjk,Josedeodo,1268.0,347.0,255.0,True,False,False,False
9,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,tUt2TJDwCfvuGFdpg1n-dkRxgMZk_0Rqq-SDYNItJcc621c,Liquid Impact,1255.0,505.0,420.0,True,False,False,False
10,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,X6FFBK1Sg-Pdr53H5o0CmZ9R1nA1QvaTYBkFOMGINKF7acc,Ssumdayday,1247.0,376.0,303.0,True,False,False,False
11,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,N0sQFgeLmjfQR-lKaSugm3WMrE7T9CZYKYV8MV0y03mc218,C9 ZVENNN,1244.0,296.0,191.0,True,False,False,False
12,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,yVBkYXxQrJIdaVgZR7VXUU4k_xJORKTjj4iqvql1BLiseLs,jojopyun 15,1235.0,531.0,418.0,True,False,False,False
13,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,x8TCSBAHn1XJutnhiF8I5dIriGywJDy0Zz5CyTGiXn478C0,rjsdndgod,1221.0,862.0,791.0,True,False,False,False
14,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,j_pNQAF0dIFI9QJ_VCPVzGygT5OaKKZ5VT22TOETP-04FmE,Neøø,1214.0,337.0,272.0,True,False,False,False
15,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,by2A6PgNU25d_VT13XMR0m8J4b3QPNqSVHED9km9QbTz9PM,Viber,1204.0,259.0,208.0,True,False,False,True
16,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,SFm8gF0HlIx140SihkNRGOtadzr91hJ0jMlpYgU-rj3KTA8,T4ctical,1199.0,216.0,161.0,True,False,False,True
17,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,whFRc2ytiBpCXNY91TycbPYWPFjwj5a9gj8wfkzg8of3dDp_,TL Tactical,1191.0,259.0,191.0,True,False,False,False
18,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,Ko5tmTINwB0WC0w-jgJ7GbrBoOw6UsyERcrUnBrcdbn7Aks,100 Tenacity,1170.0,252.0,143.0,True,False,False,False
19,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,CgnZ3VFvA8QmxGxw0wkS6ztrCbKY0FJTpSZUL8Q3_uB0a6I,General Sniper,1166.0,396.0,336.0,True,False,False,False
20,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,iMxT1rtTHODkb4KSqgQNF8iPs2YKHDQZwSXC-RlA7xse1EQ,RoseThorn1,1165.0,278.0,202.0,True,False,False,False
21,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,bEHcv2aAQb5O8VfWpQnhMJg2Sn291rzVe81SnhItGdSYYJk,C9 Vulcan,1162.0,187.0,143.0,True,False,False,False
22,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,P7LHDY-qL_4Ug7GeOd1ZwEUlkAUC9JVdJJt2ziYsNdzsSeY,OSHMKUFA,1162.0,165.0,108.0,True,False,False,False
23,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,-gsFTeLXB1TqNNzJT8hkuFuCM9XoA1Vmb3gh-AZpM8WMNc0,Tactical,1162.0,157.0,96.0,True,False,False,False
24,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,pbDkkBwrXCRjo2JPQ2-YgtxXS7Y2g2kOjBYkIPWf4zu91ghR,100 Yeon,1161.0,458.0,312.0,True,False,False,False
25,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,Odyg-AL7tpCI6RHJSfPTMc5PFVoyQ2qPS2biRoa2UNrTRd8,41205,1141.0,427.0,381.0,True,False,False,True
26,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,KcvJrG7AHxzb-9s3BYDPH8nTRjqywGHaHGED36ujlNNU1jk,duoqueen1,1134.0,192.0,130.0,True,False,False,False
27,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,g_Mase2SIz-_TFlXoQ0zdmxvb2HZjPP8P9RtdfhPXuNp8a4,Repobah,1132.0,219.0,166.0,True,False,False,False
28,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,b15wxpKBzaWvJNIob9MjnQZUDuiM-kLgJD47mV8VH404YXw,Tomo9,1128.0,581.0,506.0,True,False,False,False
29,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,C1VUdWGqPAQB4PqY1II4qc8Bs1ujETuR7xSP1zy_be5ZxG0,liveevil,1090.0,321.0,272.0,True,False,False,False
30,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,1rP70tAxlPH3GSbnq1oPdNZ0WDiInKuk7dEhsOQbzsbaTUZy,100 Kenvi,1084.0,577.0,508.0,True,False,False,False
31,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,SQpzGmWWpiVecQbp1p05eUjza3w1B7qPkJDoHfPpTqG2VMU,duoking1,1079.0,333.0,284.0,True,False,False,False
32,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,pAWiR7LBRI3lLWzQqYTPXrbi3qBciWaavU8IsxfbfmuUPZ4,huhi,1077.0,247.0,201.0,True,False,False,False
33,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,rB3XsNQ1a3y2_KvEHoH4s2USSEvZAwnhLvn5V6u2bDXTettb,always plan ahea,1076.0,350.0,266.0,True,False,False,False
34,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,BIcGighuCUGt-vpTm-bo5DioOCwiZbVPA-9pKnYSRPep0P0,VIXXVMCMXCIX,1073.0,432.0,365.0,True,False,False,False
35,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,To-_PZzftxIeAtdc2jsDg_2eQfX1y-qqx-wTrkBFAbTuLyZW,EG Heo,1068.0,223.0,160.0,True,False,False,False
36,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,V3GGmxNd6iLTZ3iqqVHw2fFzrNrlJrBPS8Ih_tmACzDxTyk,PANTS GAREN ONLY,1062.0,318.0,244.0,True,False,False,False
37,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,Wp0Z9ZT6W3dwT06ER3nIfJPv9HJk4IRoDtSgwPFtrIMywkng,VX lol766788,1055.0,462.0,416.0,True,False,False,False
38,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,sn2kEd18fFlz0eRRFy4MMx1XBV0nhEPS705HZN2ynF8t8Q0,elise player,1054.0,998.0,894.0,True,False,False,False
39,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,LR1ZRMVL5r-daGVZHJ0LyEvHPwGykOQgxaceQ0j04a7mKUtM,ADCADC123,1050.0,471.0,399.0,True,False,False,False
40,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,fu0M5_GfFV0GWAe-agsctX3JyyEiJPwA2-RYkt8ZJd9AAtSJ,Giyuu zzz,1047.0,375.0,323.0,True,False,False,False
41,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,ph7Er83c2mCPaCFhpK0hMdBGmu4JW0gFoOgb2TWsZ8-56a1r,Boosted bot v2,1047.0,155.0,83.0,False,False,False,False
42,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,2azEgSfauDIrGPrVdRP7BoY98zCeI_Fscy8YeXQMZV7p_ds,John5un,1045.0,395.0,353.0,True,False,False,False
43,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,IFgLAx4dsnIRb_V0EOvz1Yo2jGaSOG0BF4US9VgjNV-oW6U,Joey2,1044.0,649.0,600.0,True,False,False,False
44,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,xp8DtG7fPSCPAaqK0hdGjfafagqyQOVFFemFYBh_Qqo0YpY,DrewDozer,1040.0,468.0,416.0,True,False,False,False
45,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,TLY9-5TIRZex-Jda4LbV8Lcjvdjrqy44N1wl_Aw1kWSnuI57,Veni vidi vicì,1039.0,509.0,404.0,True,False,False,False
46,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,v69td417TebTzWx37umepcODbOB3YKkV4LdJR1BkroC3DT4,TSM Spica,1039.0,185.0,143.0,False,False,False,False
47,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,8k25tZWWcHZqjRgjkHBwYdl98J9tDD8V6gg5O1unOGBnAFw,pogas,1036.0,241.0,191.0,False,False,False,False
48,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,nXDDle0Md_VFUSIPs2fKvNyRmePplLU2bWXzwc4M3SkBeOQ,Sophist Sage,1035.0,494.0,452.0,True,False,False,False
49,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,E8PSVflY_GwQtOudYISUzEbJMYjDVl9ZkSFI0UEhzNWaB0-L,C9C9C9C9C9,1024.0,356.0,308.0,True,False,False,False
50,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,LvtJ1KrjGVg71UwrAUzlEftDKhFPS3f0CbMxSOcSaDTw2eE,Ina,1013.0,216.0,165.0,True,False,False,False
51,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,MZNxhNpO-dC9zJGsP3AxpIAipGZQsL1DYrfOneZYCeNj03Y,NA american,1009.0,131.0,69.0,False,False,False,False
52,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,OCdg2H0V--qko9GWQWEqseNrHUyJHKjAGaa41iy3M6hhKpQ,Sheiden,997.0,192.0,117.0,True,False,False,False
53,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,vkdIlhUK3q_OLs9KXZn_QODqrQM8NKH4Dx4Trz1X04eOM5I,ASTROBOY99,997.0,172.0,127.0,True,False,False,False
54,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,s4LzEUaOQyAT4otkPTU0_q5SBKYsSUekDtNhvUAcVob3qxM,CptShrimps,986.0,711.0,665.0,True,False,False,False
55,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,BvkNVHE_TUoDrlJwJGpOSd2261vfxjyofgmfEZ2AU3tF6RI,Tony Top,982.0,611.0,559.0,True,False,False,False
56,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,x-IkBW_JEQ6gGBOphouJk8_gxNFpt9MEcGt6Uo_v3Vd13Hg,Revenge,973.0,331.0,293.0,True,False,False,False
57,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,iMw3IVKuZFOqYeL1JnusvVZgVHgiZjZJ33YyPn_P3B6gvDQ,1936 1948,973.0,313.0,266.0,True,False,False,False
58,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,R1pkFSR5sosTM70IU33JhvgyxbpFmXklYvWh3CSldE5cZXU,Uma Jan pupil,962.0,473.0,416.0,False,False,False,False
59,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,5R6ONAap0rU0h9hnPn4GWjc9o1AofBKVIQZgNiu1KNN108mL,no small talk,960.0,235.0,178.0,True,False,False,False
60,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,WNt0OIDhGZzg_z4wu-OY4Zn34y10ghwrrdQ-D9QnohNp27k,Cazamareas,956.0,138.0,81.0,False,False,False,False
61,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,bZwd1np-vyuI0j8XvDbhUwtdculXv-MkHujRfowjsN4qjAA,Cupic,952.0,230.0,177.0,True,False,False,False
62,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,ZZrF3NQG2dKOxE3Gru6O_5cvsTjeaT3w8miFsIIcXl3D_OA,c2 meteos,948.0,388.0,350.0,True,False,False,False
63,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,nLFQcZTRWpJmdCNk7042W4UIncVfW0IGvPYiwZTItRq1yFA,onê day,947.0,281.0,226.0,False,False,False,False
64,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,CHJnGmUykqVC1JKXmXhHePw05WD1JKCw7ziVrKxzClFuYbM,Breezyyy,941.0,303.0,261.0,False,False,False,True
65,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,E3L3DPc5T-Do8xBCi-K0OjfcE6GMFJiUWSgVG4rNLXAp2w8,Spawwwwn,931.0,461.0,423.0,True,False,False,True
66,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,iHqDZ7my9jNyDDnVnO4o38v9e80pB9cmV72MU9EiyyUnpf4,TSM Bjergsen,928.0,391.0,343.0,True,False,False,True
67,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,rNXeP44mFx9NPp6LHOUmbeJP0EevTnex6uee1q3cPENoo-E,TSM Sword,911.0,488.0,447.0,True,False,False,False
68,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,0SlwecCed9jVMO8kUPvyzGP7IlQLVnzGSwZTWOF7SQVm6ds,Iinks,910.0,348.0,308.0,True,False,False,False
69,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,-4ILLuvNbjl_mSSbhY2ZaOPBUYLCY34pifqQ_MwLcgUXJCfB,dopamine hunter1,900.0,220.0,128.0,True,False,False,False
70,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,3odaNOz2fXWWKWBZUH7zbeKYRErx2-vPLHQLZooCFs0eRcw,Vx Mjm978244659,897.0,344.0,251.0,True,False,False,True
71,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,eew8NPB5YTz1fTHr5zP3d60X5UE6GSDZpN0w-dk30VVypU4,100 Copy,897.0,230.0,188.0,False,False,False,False
72,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,rhnnWB2Oe4ZHuU4WQE4VLdNghfXqtAp1kcuJtUFlNG72bqk,PIux,890.0,434.0,392.0,True,False,False,False
73,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,cJq55ZKGTXaBf6fueaSHWr4KZfhZlh-4dq2ghH819A-3dvg,Doublelift,889.0,372.0,337.0,True,False,False,False
74,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,Y1ox0XOTdd5uxw-68E4ORTJx1dJNXMsPeVxD-NjeP9HB6nw,Naraxas,887.0,493.0,436.0,False,False,False,False
75,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,Mu5aaIaAEaAhJKQonGmHQwN3SOP4HYyaM-dxty_ZCNlA87E,Jozyy,886.0,710.0,653.0,True,False,False,False
76,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,fGzpZrT_pDtZGu-8z7cV975eu7pOobjbVAMsujQvRMVEouk,blaberfish2,883.0,189.0,155.0,False,False,False,False
77,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,3POlzVtDp12DbLHuc5vNdw3NU_2wTQIf4Zmq1GGvV3D4dQvz,Kral Closer,881.0,445.0,396.0,True,False,False,False
78,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,gVE49pVnwjSf9z0iWvoFAXkNsul8pAKSP9ip0Cw5JRJBCJc,GibIe,876.0,313.0,262.0,True,False,False,False
79,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,uWX3HkAtLW0DilnK_RvygcAoiHMfirv7GN-Bo6u62q_O878,chen ping an,867.0,325.0,288.0,True,False,False,False
80,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,hwnv3Feo2TIzxaNSK2yayUUHOUVc-KPt1ujEmj3EUDUG0Jk,Deañ,864.0,182.0,142.0,True,False,False,True
81,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,ggma7Zc6nWtvYkdskEbrpKdMtnT9RlgnsSSqK92xVVS1X7I,Josedeoddie,863.0,161.0,118.0,True,False,False,False
82,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,tUtO9DFn_DWi-i37dc_A-dUPSzqoN5TwDLCDVx9TIwyqSr_U,TSM Treatz,855.0,139.0,94.0,False,False,False,False
83,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,lAbRzmOosRAN_CGfffS5-yAvfbY4UtSQRXqsMEoRuPf3Ihao,LFT TOP,850.0,226.0,175.0,True,False,False,False
84,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,Etn7BptlByB19tKPlmI29zsrxefAc_4BXYUBV2zqh_Yy4WX1,JOSEDEODO1,848.0,366.0,311.0,True,False,False,False
85,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,ZeRppjQ9tPewSaC-F6Z6SLISfN2_DkpNsc4ne850JS9Es-U,Amar Intik,848.0,151.0,105.0,True,False,False,False
86,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,2a0Hc26ZkQCIqJnNJkhRJi6TTWja7b6HM5sUp3xQCAajoPk,Huckleeberry,839.0,150.0,109.0,True,False,False,True
87,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,DXjcmFFrI1fzwXfz5lwioTqlHFVktUB_Fe_MMU9JHHD5ECk,Pocket Rhinooooo,838.0,163.0,123.0,True,False,False,False
88,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,axtZNnlkjJbEHj1kJW88O7Bq34yuP9_ACo0ZfZSc1rztttw,POLEN SMELTER,832.0,186.0,148.0,True,False,False,False
89,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,hUBJaPRHTnw8W7WSFt9whoXce0asOp0UVrxRQpRKaYG7Tvk,FudoMyoo,825.0,380.0,352.0,True,False,False,False
90,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,OSZ2wyPtqJOn3g8YXPXvb3DQYMDVIyRSd6o5kWDGZmcC7UZJ,EG Bae,819.0,359.0,296.0,True,False,False,False
91,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,sNIjP3PEhInqsZSXWhFDq02jSE1JiiJOYPlph7fzyYfu6fU,DARK WlNGS,818.0,317.0,274.0,False,False,False,False
92,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,SLyS3WwOBMcponYV0dItJL_B5ExyYKBIhiPNBwE7YuFsy_Ct,Djalal,809.0,203.0,163.0,False,False,False,False
93,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,DzFScTfqrsdFMaItTE5RzbkCG8MSP6n9wnmr2_opflgayJPi,TwiTv JayJLoL,807.0,354.0,299.0,True,False,False,False
94,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,HvzaS8CRm7WdVIjtbx7xTFpuDUbPpGodbduzg5J3SZcoqDQ,Quantum,803.0,707.0,676.0,True,False,False,False
95,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,mIPglvXdciHNWO1YyLizrw5P4Zw187GBan9BD5lGBMdSUys,Karasmai v9 ,801.0,268.0,234.0,True,False,False,False
96,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,fWSDlX4K_ZT3ZYA0gjFPxrFoiPsRflqddM7Mem8-b-h8VGLV,noon,801.0,188.0,96.0,False,False,False,False
97,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,isXCtpJHl6rLtw1e7NTg2shU6UWyJhigonFKaF4bvWVb290,5tunt,800.0,397.0,367.0,True,False,False,False
98,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,ACj4YsXU09-lFHp6ahteLeFICZO7Lz76vP0FpJbE4UwZn7g,CP Freeze,796.0,623.0,596.0,False,False,False,True
99,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,iKy47IM7ZGOjd1DGr3QUXrRQ-9MoM6MmpZGxZNkqJduakBk,Draven696969,794.0,460.0,428.0,True,False,False,False
100,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,sIZZ4XN4a2f4bkUDFOV5DML1AVo_npDcXZ14KN-zuuUUhik,Tuesdayy,792.0,674.0,635.0,True,False,False,False
101,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,S7RXG5_nteAboKZYbJSNkzhluK1YUkwFQIvPDHkHEzayhN4,Winston4,781.0,464.0,389.0,True,False,False,False
102,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,yVZWUMeVQ9DvTu6A9oF9mqxnxR-lM9THAmsYfKQb1r-dJY8,haru dad,775.0,286.0,257.0,True,False,False,False
103,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,g9SiQJURO621_bofypmF4cTO0sbLnhERo1y5AqIQj9joIVUq,wjdćyql,773.0,295.0,275.0,True,False,False,True
104,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,vpMuEkIcKWYEuq_0j50Zypc23uFs1_HrG6o8UUo3chlosHg,Busio,769.0,208.0,163.0,True,False,False,False
105,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,CDGEqcYevj5RaI5k4Pli2jNthFuWhnkz4PcwkTLDeNkMLHEi,WatAreUDoingNext,768.0,121.0,74.0,False,False,False,False
106,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,kc3uFgAvQgKKRsUFppPNFYB75y8Y5LfyB11tbvG2M2Px7no,Daption,766.0,272.0,241.0,True,False,False,False
107,c60807e8-6afb-38fd-ab9b-ae8588dc8b27,RANKED_SOLO_5x5,CHALLENGER,I,-wdnh6iLR1q8BnQQC2kBVSmAPtUHIvB6yrt_IfgtRSHL7t8,Licorice,765.0,157.0,123.0,False,False,False,False
